customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
BH-117104,23,24,6256,4,4,4,444,Champions
BH-17101,273,8,1333,1,2,2,122,At Risk
BH-17102,93,19,3251,3,4,3,343,Loyal Customers
BK-112601,28,12,6899,4,3,4,434,Potential
BK-112602,26,17,3859,4,4,4,444,Champions
BK-112603,107,12,1877,3,3,2,332,Potential
BK-112604,77,16,659,3,4,1,341,Loyal Customers
BK-12601,124,2,214,2,1,1,211,Potential
BK-12602,40,5,78,4,1,1,411,Potential
BM-111401,142,19,6930,2,4,4,244,Loyal Customers
BM-111402,11,8,1344,4,2,2,422,Potential
BM-111403,8,24,5250,4,4,4,444,Champions
BM-111404,307,16,11791,1,4,4,144,Loyal Customers
BM-11401,370,2,86,1,1,1,111,At Risk
BM-11402,13,9,1772,4,2,2,422,Potential
BM-115751,44,16,6011,3,4,4,344,Loyal Customers
BM-115752,93,5,625,3,1,1,311,Potential
BM-115753,34,11,2908,4,3,3,433,Potential
BM-115754,100,10,809,3,2,2,322,Potential
BM-116501,156,5,835,2,1,2,212,Potential
BM-116502,154,19,3296,2,4,3,243,Loyal Customers
BM-116503,198,11,3497,2,3,3,233,Potential
BM-116504,33,29,7293,4,4,4,444,Champions
BM-117851,40,34,10399,4,4,4,444,Champions
BM-117852,2,11,4330,4,3,4,434,Potential
BM-117853,36,9,2377,4,2,3,423,Potential
BM-117854,218,14,1338,2,3,2,232,Potential
BM-15751,40,7,1368,4,2,2,422,Potential
BM-15752,197,6,334,2,1,1,211,Potential
BM-16501,1189,4,341,1,1,1,111,At Risk
BM-16502,1153,1,17,1,1,1,111,At Risk
BM-16503,481,9,2180,1,2,3,123,At Risk
BM-17851,84,14,2096,3,3,3,333,Potential
BM-17852,48,2,149,3,1,1,311,Potential
BN-114701,180,21,13672,2,4,4,244,Loyal Customers
BN-114702,35,10,3729,4,2,3,423,Potential
BN-114703,11,20,5710,4,4,4,444,Champions
BN-114704,24,6,266,4,1,1,411,Potential
BN-115151,75,10,1364,3,2,2,322,Potential
BN-115152,20,13,2433,4,3,3,433,Potential
BN-115153,432,16,5014,1,4,4,144,Loyal Customers
BN-115154,9,17,1460,4,4,2,442,Loyal Customers
BN-14701,22,8,1325,4,2,2,422,Potential
BN-14702,51,5,1498,3,1,2,312,Potential
BN-15151,99,4,773,3,1,2,312,Potential
BN-15152,27,5,1834,4,1,2,412,Potential
BO-113501,139,15,3754,2,4,3,243,Loyal Customers
BO-113502,111,4,815,2,1,2,212,Potential
BO-113503,1114,3,225,1,1,1,111,At Risk
BO-113504,137,12,2682,2,3,3,233,Potential
BO-114251,5,11,1939,4,3,3,433,Potential
BO-114252,174,23,6314,2,4,4,244,Loyal Customers
BO-114253,97,7,3974,3,2,4,324,Potential
BO-114254,75,2,131,3,1,1,311,Potential
BO-13501,21,6,477,4,1,1,411,Potential
BO-13502,328,7,140,1,2,1,121,At Risk
BO-14251,1,6,1560,4,1,2,412,Potential
BO-14252,375,8,1111,1,2,2,122,At Risk
BP-10501,120,8,2953,2,2,3,223,Potential
BP-10502,11,12,2031,4,3,3,433,Potential
BP-10951,217,4,414,2,1,1,211,Potential
BP-10952,11,11,1346,4,3,2,432,Potential
BP-110501,363,7,671,1,2,1,121,At Risk
BP-110502,5,12,1581,4,3,2,432,Potential
BP-110503,41,11,2170,4,3,3,433,Potential
BP-110504,83,7,983,3,2,2,322,Potential
BP-110951,53,8,900,3,2,2,322,Potential
BP-110952,2,14,2425,4,3,3,433,Potential
BP-110953,330,13,2560,1,3,3,133,At Risk
BP-110954,17,20,2442,4,4,3,443,Loyal Customers
BP-111551,32,8,801,4,2,2,422,Potential
BP-111552,49,19,7590,3,4,4,344,Loyal Customers
BP-111553,42,9,3610,3,2,3,323,Potential
BP-111554,89,11,1698,3,3,2,332,Potential
BP-111851,36,8,4436,4,2,4,424,Potential
BP-111852,13,17,4348,4,4,4,444,Champions
BP-111853,446,12,2919,1,3,3,133,At Risk
BP-111854,1,18,3676,4,4,3,443,Loyal Customers
BP-112301,72,13,4264,3,3,4,334,Potential
BP-112302,149,12,5519,2,3,4,234,Potential
BP-112303,113,11,1612,2,3,2,232,Potential
BP-112304,39,6,1181,4,1,2,412,Potential
BP-112901,100,11,3172,3,3,3,333,Potential
BP-112902,13,9,3892,4,2,4,424,Potential
BP-112903,257,14,2908,2,3,3,233,Potential
BP-112904,12,16,2472,4,4,3,443,Loyal Customers
BP-11551,419,2,87,1,1,1,111,At Risk
BP-11552,974,3,175,1,1,1,111,At Risk
BP-11553,261,6,850,2,1,2,212,Potential
BP-11851,4,8,580,4,2,1,421,Potential
BP-11852,5,11,850,4,3,2,432,Potential
BP-12301,389,19,5496,1,4,4,144,Loyal Customers
BP-12302,83,6,642,3,1,1,311,Potential
BP-12901,369,1,65,1,1,1,111,At Risk
BP-12902,751,4,318,1,1,1,111,At Risk
BS-113651,0,8,1321,4,2,2,422,Potential
BS-113652,119,10,4186,2,2,4,224,Potential
BS-113653,25,33,6543,4,4,4,444,Champions
BS-113654,558,9,10502,1,2,4,124,At Risk
BS-113801,114,16,8133,2,4,4,244,Loyal Customers
BS-113802,93,9,1671,3,2,2,322,Potential
BS-113803,272,21,4614,1,4,4,144,Loyal Customers
BS-113804,28,13,3888,4,3,4,434,Potential
BS-115901,82,18,2791,3,4,3,343,Loyal Customers
BS-115902,371,14,4036,1,3,4,134,At Risk
BS-115903,427,8,2078,1,2,3,123,At Risk
BS-115904,35,10,2455,4,2,3,423,Potential
BS-116651,119,9,4658,2,2,4,224,Potential
BS-116652,29,14,3734,4,3,3,433,Potential
BS-116653,36,16,5789,4,4,4,444,Champions
BS-116654,582,11,3288,1,3,3,133,At Risk
BS-117551,282,16,6031,1,4,4,144,Loyal Customers
BS-117552,6,18,4698,4,4,4,444,Champions
BS-117553,18,23,4263,4,4,4,444,Champions
BS-117554,1,14,2564,4,3,3,433,Potential
BS-118001,219,8,4711,2,2,4,224,Potential
BS-118002,134,15,3002,2,4,3,243,Loyal Customers
BS-118003,9,13,2224,4,3,3,433,Potential
BS-118004,265,8,950,2,2,2,222,Potential
BS-13651,603,5,807,1,1,2,112,At Risk
BS-13652,37,3,152,4,1,1,411,Potential
BS-13801,131,5,160,2,1,1,211,Potential
BS-13802,427,2,310,1,1,1,111,At Risk
BS-15901,617,2,35,1,1,1,111,At Risk
BS-15902,237,6,784,2,1,2,212,Potential
BS-16651,509,12,1016,1,3,2,132,At Risk
BS-16652,152,9,4088,2,2,4,224,Potential
BS-17551,295,11,1675,1,3,2,132,At Risk
BS-17552,817,1,3,1,1,1,111,At Risk
BS-18001,11,14,4163,4,3,4,434,Potential
BS-18002,390,11,2203,1,3,3,133,At Risk
BT-113051,253,8,2394,2,2,3,223,Potential
BT-113052,28,17,2919,4,4,3,443,Loyal Customers
BT-113053,93,18,2443,3,4,3,343,Loyal Customers
BT-113054,336,9,2568,1,2,3,123,At Risk
BT-113951,85,12,3596,3,3,3,333,Potential
BT-113952,28,20,5228,4,4,4,444,Champions
BT-113953,294,2,337,1,1,1,111,At Risk
BT-113954,302,10,2188,1,2,3,123,At Risk
BT-114401,51,8,3168,3,2,3,323,Potential
BT-114402,317,10,2016,1,2,3,123,At Risk
BT-114403,366,8,2476,1,2,3,123,At Risk
BT-114404,560,7,605,1,2,1,121,At Risk
BT-114851,78,18,2681,3,4,3,343,Loyal Customers
BT-114852,160,17,4105,2,4,4,244,Loyal Customers
BT-114853,30,14,1678,4,3,2,432,Potential
BT-114854,659,3,415,1,1,1,111,At Risk
BT-115301,57,8,6924,3,2,4,324,Potential
BT-115302,43,14,2488,3,3,3,333,Potential
BT-115303,33,12,1711,4,3,2,432,Potential
BT-115304,91,10,2684,3,2,3,323,Potential
BT-116801,18,19,8849,4,4,4,444,Champions
BT-116802,1034,7,1499,1,2,2,122,At Risk
BT-116803,116,6,543,2,1,1,211,Potential
BT-116804,20,20,3197,4,4,3,443,Loyal Customers
BT-13051,31,13,916,4,3,2,432,Potential
BT-13052,565,5,391,1,1,1,111,At Risk
BT-13951,33,5,205,4,1,1,411,Potential
BT-13952,190,1,244,2,1,1,211,Potential
BT-14401,121,5,541,2,1,1,211,Potential
BT-14402,93,15,1594,3,4,2,342,Loyal Customers
BT-14851,457,4,174,1,1,1,111,At Risk
BT-14852,97,9,2630,3,2,3,323,Potential
BT-15301,460,4,105,1,1,1,111,At Risk
BT-15302,352,3,832,1,1,2,112,At Risk
BT-15303,896,4,599,1,1,1,111,At Risk
BT-16801,57,4,482,3,1,1,311,Potential
BT-16802,182,2,326,2,1,1,211,Potential
BV-112451,137,13,6258,2,3,4,234,Potential
BV-112452,44,21,10437,3,4,4,344,Loyal Customers
BV-112453,124,5,2464,2,1,3,213,Potential
BV-112454,334,14,1522,1,3,2,132,At Risk
BV-12451,128,8,685,2,2,1,221,Potential
BW-10651,22,9,8957,4,2,4,424,Potential
BW-10652,187,1,70,2,1,1,211,Potential
BW-110651,50,12,3107,3,3,3,333,Potential
BW-110652,180,12,1640,2,3,2,232,Potential
BW-110653,117,14,3280,2,3,3,233,Potential
BW-110654,212,3,386,2,1,1,211,Potential
BW-11101,184,5,411,2,1,1,211,Potential
BW-11102,1285,1,17,1,1,1,111,At Risk
BW-11103,257,9,1268,2,2,2,222,Potential
BW-111101,198,35,12267,2,4,4,244,Loyal Customers
BW-111102,54,14,10394,3,3,4,334,Potential
BW-111103,404,15,3206,1,4,3,143,Loyal Customers
BW-111104,121,17,4752,2,4,4,244,Loyal Customers
BW-112001,40,20,4381,4,4,4,444,Champions
BW-112002,56,5,1183,3,1,2,312,Potential
BW-112003,181,19,4557,2,4,4,244,Loyal Customers
BW-112004,203,10,1738,2,2,2,222,Potential
BW-12001,133,13,2997,2,3,3,233,Potential
BW-12002,384,1,109,1,1,1,111,At Risk
CA-119651,99,12,11653,3,3,4,334,Potential
CA-119652,44,12,4077,3,3,4,334,Potential
CA-119653,18,7,1591,4,2,2,422,Potential
CA-119654,96,10,3789,3,2,4,324,Potential
CA-120551,13,9,2746,4,2,3,423,Potential
CA-120552,126,13,4018,2,3,4,234,Potential
CA-120553,93,12,2248,3,3,3,333,Potential
CA-120554,401,10,1679,1,2,2,122,At Risk
CA-122651,34,16,3988,4,4,4,444,Champions
CA-122652,51,12,9234,3,3,4,334,Potential
CA-122653,183,14,2601,2,3,3,233,Potential
CA-122654,56,17,2649,3,4,3,343,Loyal Customers
CA-123101,197,6,1091,2,1,2,212,Potential
CA-123102,14,10,2734,4,2,3,423,Potential
CA-123103,280,9,1920,1,2,3,123,At Risk
CA-123104,13,11,1423,4,3,2,432,Potential
CA-127751,567,11,11493,1,3,4,134,At Risk
CA-127752,93,9,2181,3,2,3,323,Potential
CA-127753,186,12,1635,2,3,2,232,Potential
CA-127754,120,17,3040,2,4,3,243,Loyal Customers
CA-19651,186,4,435,2,1,1,211,Potential
CA-19652,127,12,2448,2,3,3,233,Potential
CA-20551,989,3,1002,1,1,2,112,At Risk
CA-20552,258,9,600,2,2,1,221,Potential
CA-22651,133,1,321,2,1,1,211,Potential
CA-22652,105,9,3042,3,2,3,323,Potential
CA-23101,336,3,221,1,1,1,111,At Risk
CA-23102,504,4,414,1,1,1,111,At Risk
CA-27751,477,4,742,1,1,2,112,At Risk
CA-27752,309,8,743,1,2,2,122,At Risk
CB-120251,176,5,3393,2,1,3,213,Potential
CB-120252,97,10,1475,3,2,2,322,Potential
CB-120253,9,9,744,4,2,2,422,Potential
CB-120254,47,26,6076,3,4,4,344,Loyal Customers
CB-124151,1126,4,311,1,1,1,111,At Risk
CB-124152,460,11,5679,1,3,4,134,At Risk
CB-124153,36,17,4766,4,4,4,444,Champions
CB-124154,26,12,1949,4,3,3,433,Potential
CB-125351,42,8,3987,3,2,4,324,Potential
CB-125352,44,24,7379,3,4,4,344,Loyal Customers
CB-125353,89,15,2500,3,4,3,343,Loyal Customers
CB-125354,197,19,4247,2,4,4,244,Loyal Customers
CB-20251,22,9,1841,4,2,2,422,Potential
CB-24151,1406,1,64,1,1,1,111,At Risk
CB-24152,516,4,1169,1,1,2,112,At Risk
CB-25351,7,4,116,4,1,1,411,Potential
CB-25352,352,2,32,1,1,1,111,At Risk
CC-121001,132,5,1317,2,1,2,212,Potential
CC-121002,147,16,4417,2,4,4,244,Loyal Customers
CC-121003,51,16,3997,3,4,4,344,Loyal Customers
CC-121004,457,13,1771,1,3,2,132,At Risk
CC-121451,82,19,4483,3,4,4,344,Loyal Customers
CC-121452,251,11,4945,2,3,4,234,Potential
CC-121453,408,5,292,1,1,1,111,At Risk
CC-121454,106,11,2473,3,3,3,333,Potential
CC-122201,56,11,850,3,3,2,332,Potential
CC-122202,99,14,1995,3,3,3,333,Potential
CC-122203,667,9,550,1,2,1,121,At Risk
CC-122204,20,22,3914,4,4,4,444,Champions
CC-123701,144,26,9524,2,4,4,244,Loyal Customers
CC-123702,79,12,5455,3,3,4,334,Potential
CC-123703,254,6,1122,2,1,2,212,Potential
CC-123704,43,11,12128,3,3,4,334,Potential
CC-124301,47,16,5193,3,4,4,344,Loyal Customers
CC-124302,676,1,57,1,1,1,111,At Risk
CC-124303,6,19,5878,4,4,4,444,Champions
CC-124304,0,19,2869,4,4,3,443,Loyal Customers
CC-124751,195,18,7015,2,4,4,244,Loyal Customers
CC-124752,191,13,2705,2,3,3,233,Potential
CC-124753,16,15,5779,4,4,4,444,Champions
CC-124754,39,13,1659,4,3,2,432,Potential
CC-125501,323,16,4195,1,4,4,144,Loyal Customers
CC-125502,193,13,1689,2,3,2,232,Potential
CC-125503,146,15,1915,2,4,3,243,Loyal Customers
CC-125504,27,4,113,4,1,1,411,Potential
CC-126101,16,22,5637,4,4,4,444,Champions
CC-126102,69,14,6492,3,3,4,334,Potential
CC-126103,88,7,2152,3,2,3,323,Potential
CC-126104,34,12,2541,4,3,3,433,Potential
CC-126701,27,16,4766,4,4,4,444,Champions
CC-126702,16,7,1384,4,2,2,422,Potential
CC-126703,89,16,1548,3,4,2,342,Loyal Customers
CC-126704,29,14,2271,4,3,3,433,Potential
CC-126851,54,10,4893,3,2,4,324,Potential
CC-126852,265,16,4745,2,4,4,244,Loyal Customers
CC-126853,154,6,304,2,1,1,211,Potential
CC-126854,799,12,2854,1,3,3,133,At Risk
CC-21001,60,2,513,3,1,1,311,Potential
CC-21002,145,6,507,2,1,1,211,Potential
CC-21451,776,6,671,1,1,1,111,At Risk
CC-21452,504,7,486,1,2,1,121,At Risk
CC-22201,110,6,1568,2,1,2,212,Potential
CC-22202,485,8,944,1,2,2,122,At Risk
CC-22203,21,17,1662,4,4,2,442,Loyal Customers
CC-23701,6,4,1414,4,1,2,412,Potential
CC-23702,6,14,5544,4,3,4,434,Potential
CC-24301,852,3,154,1,1,1,111,At Risk
CC-24302,471,2,889,1,1,2,112,At Risk
CC-24751,345,8,2488,1,2,3,123,At Risk
CC-24752,1338,2,701,1,1,1,111,At Risk
CC-24753,55,5,519,3,1,1,311,Potential
CC-25501,271,8,321,1,2,1,121,At Risk
CC-25502,1218,4,1112,1,1,2,112,At Risk
CC-26101,344,6,782,1,1,2,112,At Risk
CC-26701,915,5,658,1,1,1,111,At Risk
CC-26702,146,9,870,2,2,2,222,Potential
CC-26851,131,9,3954,2,2,4,224,Potential
CC-26852,506,2,65,1,1,1,111,At Risk
CD-119201,43,13,7581,3,3,4,334,Potential
CD-119202,2,22,7413,4,4,4,444,Champions
CD-119203,97,18,1267,3,4,2,342,Loyal Customers
CD-119204,40,9,2035,4,2,3,423,Potential
CD-119801,36,14,4610,4,3,4,434,Potential
CD-119802,1,16,3430,4,4,3,443,Loyal Customers
CD-119803,88,20,3170,3,4,3,343,Loyal Customers
CD-119804,54,6,641,3,1,1,311,Potential
CD-122801,172,18,10763,2,4,4,244,Loyal Customers
CD-122802,41,17,3185,4,4,3,443,Loyal Customers
CD-122803,126,20,1628,2,4,2,242,Loyal Customers
CD-122804,42,13,1206,3,3,2,332,Potential
CD-127901,247,6,1025,2,1,2,212,Potential
CD-127902,140,23,10120,2,4,4,244,Loyal Customers
CD-127903,76,7,463,3,2,1,321,Potential
CD-127904,399,15,1861,1,4,2,142,Loyal Customers
CD-19201,314,4,1602,1,1,2,112,At Risk
CD-19202,392,4,219,1,1,1,111,At Risk
CD-19801,6,7,996,4,2,2,422,Potential
CD-19802,255,2,156,2,1,1,211,Potential
CD-19803,331,3,229,1,1,1,111,At Risk
CD-22801,12,9,566,4,2,1,421,Potential
CD-22802,60,5,638,3,1,1,311,Potential
CD-27901,133,10,910,2,2,2,222,Potential
CD-27902,131,7,121,2,2,1,221,Potential
CG-120401,21,9,1925,4,2,3,423,Potential
CG-120402,383,5,373,1,1,1,111,At Risk
CG-120403,392,5,393,1,1,1,111,At Risk
CG-120404,49,9,906,3,2,2,322,Potential
CG-125201,28,12,6267,4,3,4,434,Potential
CG-125202,50,15,3538,3,4,3,343,Loyal Customers
CG-125203,53,10,2591,3,2,3,323,Potential
CG-125204,338,5,1148,1,1,2,112,At Risk
CG-20401,498,2,36,1,1,1,111,At Risk
CG-20402,378,5,483,1,1,1,111,At Risk
CG-25201,119,6,180,2,1,1,211,Potential
CG-25202,215,4,938,2,1,2,212,Potential
CH-120701,131,8,2440,2,2,3,223,Potential
CH-120702,141,26,6312,2,4,4,244,Loyal Customers
CH-120703,89,6,832,3,1,2,312,Potential
CH-120704,691,4,1537,1,1,2,112,At Risk
CH-20701,474,6,528,1,1,1,111,At Risk
CH-20702,306,20,4018,1,4,4,144,Loyal Customers
CJ-118751,53,23,9269,3,4,4,344,Loyal Customers
CJ-118752,349,10,761,1,2,2,122,At Risk
CJ-118753,13,8,2494,4,2,3,423,Potential
CJ-118754,365,1,17,1,1,1,111,At Risk
CJ-120101,322,5,1948,1,1,3,113,At Risk
CJ-120102,33,7,1283,4,2,2,422,Potential
CJ-120103,39,22,4961,4,4,4,444,Champions
CJ-120104,189,20,11165,2,4,4,244,Loyal Customers
CJ-18751,32,4,411,4,1,1,411,Potential
CJ-18752,114,10,1020,2,2,2,222,Potential
CJ-20101,46,3,116,3,1,1,311,Potential
CJ-20102,897,1,109,1,1,1,111,At Risk
CK-122051,78,21,4487,3,4,4,344,Loyal Customers
CK-122052,44,14,4774,3,3,4,334,Potential
CK-122053,4,16,1207,4,4,2,442,Loyal Customers
CK-122054,39,32,3154,4,4,3,443,Loyal Customers
CK-123251,70,9,1916,3,2,3,323,Potential
CK-123252,95,7,1353,3,2,2,322,Potential
CK-123253,61,24,3713,3,4,3,343,Loyal Customers
CK-123254,120,12,2946,2,3,3,233,Potential
CK-125951,128,19,7018,2,4,4,244,Loyal Customers
CK-125952,129,13,4945,2,3,4,234,Potential
CK-125953,43,14,2144,3,3,3,333,Potential
CK-125954,43,25,2372,3,4,3,343,Loyal Customers
CK-127601,930,7,1002,1,2,2,122,At Risk
CK-127602,57,10,2293,3,2,3,323,Potential
CK-127603,86,11,1700,3,3,2,332,Potential
CK-127604,82,14,1583,3,3,2,332,Potential
CK-22051,79,1,3,3,1,1,311,Potential
CK-22052,93,12,947,3,3,2,332,Potential
CK-23251,0,6,260,4,1,1,411,Potential
CK-23252,196,9,2867,2,2,3,223,Potential
CK-25951,215,2,115,2,1,1,211,Potential
CK-25952,615,6,547,1,1,1,111,At Risk
CK-27601,37,15,2081,4,4,3,443,Loyal Customers
CK-27602,302,12,1937,1,3,3,133,At Risk
CL-118901,127,14,6746,2,3,4,234,Potential
CL-118902,13,8,2709,4,2,3,423,Potential
CL-118903,44,19,6904,3,4,4,344,Loyal Customers
CL-118904,106,7,1262,3,2,2,322,Potential
CL-125651,26,4,724,4,1,1,411,Potential
CL-125652,5,14,3424,4,3,3,433,Potential
CL-125653,124,19,1979,2,4,3,243,Loyal Customers
CL-125654,284,28,10881,1,4,4,144,Loyal Customers
CL-127001,8,20,10184,4,4,4,444,Champions
CL-127002,40,15,2902,4,4,3,443,Loyal Customers
CL-127003,21,20,2506,4,4,3,443,Loyal Customers
CL-127004,105,8,2354,3,2,3,323,Potential
CL-18901,314,5,325,1,1,1,111,At Risk
CL-18902,558,1,53,1,1,1,111,At Risk
CL-18903,92,6,181,3,1,1,311,Potential
CL-25651,205,11,2713,2,3,3,233,Potential
CL-25652,42,3,63,3,1,1,311,Potential
CL-27001,141,4,1393,2,1,2,212,Potential
CL-27002,191,2,39,2,1,1,211,Potential
CM-118151,77,7,4625,3,2,4,324,Potential
CM-118152,40,10,5045,4,2,4,424,Potential
CM-118153,98,13,3020,3,3,3,333,Potential
CM-118154,131,10,1676,2,2,2,222,Potential
CM-118301,35,14,4081,4,3,4,434,Potential
CM-118302,6,30,11303,4,4,4,444,Champions
CM-118303,71,10,1447,3,2,2,322,Potential
CM-119351,125,8,3551,2,2,3,223,Potential
CM-119352,74,13,2261,3,3,3,333,Potential
CM-119353,36,9,3313,4,2,3,423,Potential
CM-119354,708,4,565,1,1,1,111,At Risk
CM-121151,119,15,7791,2,4,4,244,Loyal Customers
CM-121152,467,10,3738,1,2,3,123,At Risk
CM-121153,61,6,1467,3,1,2,312,Potential
CM-121154,8,7,1662,4,2,2,422,Potential
CM-121601,97,16,8870,3,4,4,344,Loyal Customers
CM-121602,267,13,2667,2,3,3,233,Potential
CM-121603,165,8,3840,2,2,4,224,Potential
CM-121604,26,7,2533,4,2,3,423,Potential
CM-121901,93,11,2052,3,3,3,333,Potential
CM-121902,275,14,5985,1,3,4,134,At Risk
CM-121903,0,16,1864,4,4,2,442,Loyal Customers
CM-121904,8,7,1475,4,2,2,422,Potential
CM-122351,44,11,4720,3,3,4,334,Potential
CM-122352,42,8,2006,3,2,3,323,Potential
CM-122353,402,10,2346,1,2,3,123,At Risk
CM-122354,385,8,2306,1,2,3,123,At Risk
CM-123851,57,22,7050,3,4,4,344,Loyal Customers
CM-123852,366,7,975,1,2,2,122,At Risk
CM-123853,153,12,4902,2,3,4,234,Potential
CM-123854,37,10,8953,4,2,4,424,Potential
CM-124451,54,10,3891,3,2,4,324,Potential
CM-124452,84,11,4322,3,3,4,334,Potential
CM-124453,15,19,3473,4,4,3,443,Loyal Customers
CM-124454,436,9,287,1,2,1,121,At Risk
CM-126551,378,8,1068,1,2,2,122,At Risk
CM-126552,327,9,4740,1,2,4,124,At Risk
CM-126553,184,8,2041,2,2,3,223,Potential
CM-126554,27,10,6340,4,2,4,424,Potential
CM-127151,161,8,1650,2,2,2,222,Potential
CM-127152,41,10,1243,4,2,2,422,Potential
CM-127153,233,10,1513,2,2,2,222,Potential
CM-127154,1035,13,3985,1,3,4,134,At Risk
CM-18151,61,5,392,3,1,1,311,Potential
CM-18152,468,1,40,1,1,1,111,At Risk
CM-18301,148,8,3061,2,2,3,223,Potential
CM-18302,113,15,1716,2,4,2,242,Loyal Customers
CM-19351,48,4,160,3,1,1,311,Potential
CM-19352,646,4,298,1,1,1,111,At Risk
CM-21151,20,3,1304,4,1,2,412,Potential
CM-21152,310,2,604,1,1,1,111,At Risk
CM-21601,49,9,2144,3,2,3,323,Potential
CM-21602,1232,2,102,1,1,1,111,At Risk
CM-21901,152,4,1317,2,1,2,212,Potential
CM-21902,786,3,134,1,1,1,111,At Risk
CM-22351,51,1,8,3,1,1,311,Potential
CM-22352,156,6,235,2,1,1,211,Potential
CM-23851,574,4,553,1,1,1,111,At Risk
CM-23852,1119,1,27,1,1,1,111,At Risk
CM-24451,1015,3,341,1,1,1,111,At Risk
CM-24452,348,6,1401,1,1,2,112,At Risk
CM-26551,50,6,412,3,1,1,311,Potential
CM-26552,147,13,979,2,3,2,232,Potential
CM-27151,953,7,629,1,2,1,121,At Risk
CM-27152,117,6,2210,2,1,3,213,Potential
CP-120851,434,4,3889,1,1,4,114,At Risk
CP-120852,69,13,1632,3,3,2,332,Potential
CP-120853,176,12,3262,2,3,3,233,Potential
CP-120854,82,14,5401,3,3,4,334,Potential
CP-123401,130,15,6559,2,4,4,244,Loyal Customers
CP-123402,8,12,2537,4,3,3,433,Potential
CP-123403,29,21,5127,4,4,4,444,Champions
CP-123404,160,15,5889,2,4,4,244,Loyal Customers
CP-20851,142,8,1887,2,2,2,222,Potential
CP-20852,417,3,885,1,1,2,112,At Risk
CP-20853,637,11,2814,1,3,3,133,At Risk
CP-23401,463,12,4136,1,3,4,134,At Risk
CP-23402,1079,7,909,1,2,2,122,At Risk
CR-125801,22,18,4013,4,4,4,444,Champions
CR-125802,154,6,2143,2,1,3,213,Potential
CR-125803,36,4,397,4,1,1,411,Potential
CR-125804,57,6,2149,3,1,3,313,Potential
CR-126251,316,31,13043,1,4,4,144,Loyal Customers
CR-126252,196,9,1164,2,2,2,222,Potential
CR-126253,43,10,2593,3,2,3,323,Potential
CR-126254,470,4,475,1,1,1,111,At Risk
CR-127301,126,23,8626,2,4,4,244,Loyal Customers
CR-127302,22,3,1625,4,1,2,412,Potential
CR-127303,107,26,7637,3,4,4,344,Loyal Customers
CR-127304,78,6,1600,3,1,2,312,Potential
CR-128201,75,11,5354,3,3,4,334,Potential
CR-128202,60,9,1284,3,2,2,322,Potential
CR-128203,64,16,6434,3,4,4,344,Loyal Customers
CR-128204,85,7,1397,3,2,2,322,Potential
CR-25801,34,4,2793,4,1,3,413,Potential
CR-25802,281,3,264,1,1,1,111,At Risk
CR-26251,200,12,1216,2,3,2,232,Potential
CR-26252,306,4,100,1,1,1,111,At Risk
CR-26253,139,7,3763,2,2,3,223,Potential
CR-27301,5,11,986,4,3,2,432,Potential
CR-27302,247,8,374,2,2,1,221,Potential
CR-28201,55,5,600,3,1,1,311,Potential
CR-28202,198,6,588,2,1,1,211,Potential
CS-118451,15,26,16655,4,4,4,444,Champions
CS-118452,68,6,850,3,1,2,312,Potential
CS-118453,174,7,1689,2,2,2,222,Potential
CS-118454,91,8,1279,3,2,2,322,Potential
CS-118601,511,4,2474,1,1,3,113,At Risk
CS-118602,77,12,4358,3,3,4,334,Potential
CS-118603,393,18,3188,1,4,3,143,Loyal Customers
CS-118604,162,7,538,2,2,1,221,Potential
CS-119501,121,12,3771,2,3,4,234,Potential
CS-119502,45,16,3883,3,4,4,344,Loyal Customers
CS-119503,572,12,3530,1,3,3,133,At Risk
CS-119504,25,22,3038,4,4,3,443,Loyal Customers
CS-121301,11,16,4964,4,4,4,444,Champions
CS-121302,470,12,3528,1,3,3,133,At Risk
CS-121303,56,8,1603,3,2,2,322,Potential
CS-121304,489,7,885,1,2,2,122,At Risk
CS-121751,60,35,13516,3,4,4,344,Loyal Customers
CS-121752,116,5,1748,2,1,2,212,Potential
CS-121753,118,6,602,2,1,1,211,Potential
CS-121754,232,8,844,2,2,2,222,Potential
CS-122501,54,14,2520,3,3,3,333,Potential
CS-122502,26,18,5663,4,4,4,444,Champions
CS-122503,100,9,1560,3,2,2,322,Potential
CS-122504,26,28,2757,4,4,3,443,Loyal Customers
CS-123551,34,8,3244,4,2,3,423,Potential
CS-123552,127,5,568,2,1,1,211,Potential
CS-123553,29,15,2227,4,4,3,443,Loyal Customers
CS-123554,6,22,3201,4,4,3,443,Loyal Customers
CS-124001,221,10,2117,2,2,3,223,Potential
CS-124002,27,10,1413,4,2,2,422,Potential
CS-124003,1,10,3041,4,2,3,423,Potential
CS-124004,2,14,3651,4,3,3,433,Potential
CS-124601,295,15,8390,1,4,4,144,Loyal Customers
CS-124602,6,22,6210,4,4,4,444,Champions
CS-124603,110,13,4937,2,3,4,234,Potential
CS-124604,27,6,551,4,1,1,411,Potential
CS-124901,77,10,2831,3,2,3,323,Potential
CS-124902,2,14,1506,4,3,2,432,Potential
CS-124903,83,19,5698,3,4,4,344,Loyal Customers
CS-124904,424,9,1076,1,2,2,122,At Risk
CS-125051,196,6,2179,2,1,3,213,Potential
CS-125052,826,4,503,1,1,1,111,At Risk
